Cause,Title
, Employees Are Injured When Struck By Debris From Roof Collap 
, Employee Is Killed In Fall Through Roof Opening 
, Employee Dies In Fall From Roof 
, Employee Gets Broken Bones From Falling Off A Roof 
, Employee Falls To Lower Level  Sustains Unspecified Fracture 
, Employee Is Killed In Fall From Extension Ladder 
, Fall From Roof 
, Employee Dies From Fall From Roof 
, Falling Two Point Suspension Scaffold 
, Worker Falls Through Hole In Roof And Fractures Shoulder 
, Employee Is Injured In Fall From Roof 
, Employee Suffers Bone Fractures In Fall From A Roof Skyligh 
, Employee Falls Through Hole In Roof And Is Killed 
, Employee Falls Through Roof  Fracturing Ribs  Injuring Head 
, Worker Dies In Fall Through Roof Hatch 
, Employee Is Killed In Fall Through Skylight 
, Fall From 2 Point Suspended Scaffold 
, Employee Dies After Roof Fall 
, Employee Is Killed In Fall Through Roof 
, Employee Falls From Roof And Fractures Arm And Leg 
, Employee Suffers Fatal Fall From Roof 
, Employee Falls Through Roof  Later Dies 
, Employee Injured In Fall From Edge Of Roof 
, Employee Injured In Fall From Roof 
, Employee Is Killed In A Fall While Removing Trees 
, Window Cleaner Injured In Fall From Exterior Platform 
, Worker Is Injured In Rough Terrain Forklift Roll Over Event 
, Groundskeeper Is Killed In Golf Course Lawn Mower Roll
, Employee Is Crushed When Forklift Tips Over 
, Worker Dies After Hitting Head On Forklift 
, Employee Is Killed When Ejected From Industrial Truck 
, Employee Drowns While Operating A Mower 
, Worker Drowns When Lawn Mower Rolls Over Embankment 
, Employee Is Killed When Forklift Overturns 
, Employee Is Crushed When Wheel Loader Tips Over 
, Unsecured Coring Machine Flips And Lands On Employee 
, Employee'S Fingers Amputated In Fish Processing Machine 
, Employee Dies In Fall From Ladder 
, Burn 
, Burn 
, Burn 
, Electric Shock 
, Employee Killed When Struck By Kelly Hose 
, Employee Killed When Struck By Breakout Tongs 
, Employee Killed In Fall To Basement 
, Employee Dies When Struck By Traveling Block And Hook 
, Oil Well Worker Killed When Struck By Tongs 
, Employee Killed When Flung Into Drill Pipe 
, Employee Amputates Finger In Machinery 
, Employee Amputates Finger Using Table Saw 
, Supervisor Cleaning Food Processor Amputates Fingertips 
, Employee Amputates Fingertip In Machine 
, Employee'S Arm Is Fractured When Caught In Machine 
, Employee Catches Arm In Shaft And Is Injured 
, Employee Catches Arm In Compost Spreader And Is Fractured 
, Employee Dies When Sleeve Entangles With Lathe Machine 
, Employee Was Wrapped Up By A Shaft 
, Employee'S Finger Is Crushed When Caught In Hopper Rotor 
, Employee'S Arm Is Fractured When Caught By Rotor 
, Employee Hand Caught In Machine 
, Employee Is Killed In Rotor Motor  Two Others Are Not Injure 
, Employee'S Finger Is Amputated After Being Pinched By Rotor 
, Employee'S Finger Is Amputated In Pump 
, Employee Is Killed In Fall Into Shredder 
, Employee'S Fingers Amputated In Mixer 
, Employee Killed When Struck By Helicopter Tail Rotor 
, Employee Pinned Between Construction Equipment 
, Employee Injured When Pelvis Caught In Hammer Mill 
, One Employee Killed  One Injured In Recycling Crusher 
, Employee'S Arm Injured When Caught In Machine 
, Employee Injured When Arm Caught In Milling Machine 
, Employee'S Fingers Amputated In Wood Shaper 
, Employee Catches Glove In Rotor Cable 
, Employee Amputates Finger On Rounder Machine 
, Employee Killed After Falling From Roof 
, Employee'S Leg Burned By Chemicals 
, Employee'S Toe Amputated When Valve Dropped On Foot 
, Employee Burned By Hot Water In Same
, Employee'S Toes Lacerated By High
, Employee'S Fingertips Amputated By Gate Inside Rubber Boot 
, Employee'S Foot Burned By Hot Rinse Water 
, Employee Injures Big Toe With High Pressure Wand 
, Employee'S Leg Burned By Scalding Water In Crab Cooker 
, Employee Strains Back In Fall On Slippery Floor 
, Employee Dies  Two Injured When Sprayed With Hot Chemical 
, Employee Drowns After Falling Into Canal From Drydock 
, Employee Drowned After Swamp Buggy Capsized 
, Electric Shock 
, Electric Shock 
, Electric Shock 
, Electric Shock 
, Electric Shock & Fall 
, Electric Shock 
, Electric Shock 
, Electric Shock 
, Electric Shock 
, Electric Shock 
, Electric Shock 
, Electric Shock 
, Electric Shock 
, Electric Shock 
, Electric Shock 
, Electric Shock 
, Employee Suffers Burns From Scalding Water 
, Employee Pinned By Truck At Loading Dock Ruptures Intestines 
, Employee Is Struck By Acid  Receives Chemical Burns 
, Employee Is Injured In Fall From Ladder 
, Employee Is Injured In Fall From Scaffold 
, Employee Is Injured During Training Exercises 
, Employee Fractures Pelvis In Fall From Ladder 
, Employee Injured In Fall From Ladder 
, Employee'S Back Injured In Fall Off Stage 
, Struck By Backing Tractor Trailer 
, Employee Crushed By Vault Door 
, Employee'S Toes Are Amputated After Being Crushed By Safe 
, Employee Hits Head On Safe Door And Sustains Concussion 
, Employee Sustains Amputation By Falling Safe Box 
, Bank Manager'S Finger Is Amputated In Safe Door 
, Employee Injured While Operating Forklift 
, Employee Injured While Troubleshooting Machine Malfunction 
, Employee'S Finger Amputated By Door Of Safe 
, Employee'S Fingertip Amputated In Safe Door 
, Employee Suffers Amputation Of Thumb 
, Employee Crushed To Death While Moving A 1 1/2 Ton Safe 
, Employee Killed In Early Morning Robbery 
, Employee'S Fingers Caught In Safe Mechanism 
, Crushed By Falling Safe 
, Two Employees Killed When A Vault Door Falls On Them 
, Employee Is Injured When Struck By Elevated Electric Cart 
, Employee Fractures Arm While Operating Paint
, Employee Fractures Arm While Operating Seeding Machine 
, Employee Becomes Caught In Machine; No Injury Resulted 
, Employee Is Killed As Skid Steer Loader Arms Drop Into Place 
, Employee Injures Hand While Operating Skill Saw 
, Employee Amputates Fingers While Operating Table Saw 
, Employee Is Killed When Struck By Railroad Car 
, Employee Is Killed In Warper Machine 
, Employee Is Injured While Adjusting Air Press 
, Employee Is Injured While Operating Centerless Grinder 
, Employee Amputates Finger While Operating Table Saw 
, Employee Amputates Finger While Operating Table Saw 
, Employee Is Injured Whle Operating Dough Chunker Machine 
, Technician Is Injured In Fall From Utility Pole 
, Tree Feller Dies When Tree Falls 
, Employee Is Injured In Fall From Cherry Picker In Warehouse 
, Employe Fractures Arm In Fall From Ladder 
, Employee Is Killed In Grain Engulfment 
, Employee Is Injured When Utility Pole Fails 
, Employee Is Asphyxiated In Grain Tank  Is Killed 
, Employee Fractures Leg When Ocean Camels Falls 
, Employee Dies When Crushed Beneath Garage Door 
, Employee Amputates Finger While Operating Line Labeler 
, Employee Is Killed When Struck By Automated Hoisting Machine 
, Employee Injures Several Fingers While Operating Press Brake 
, Employee Amputates Finger While Inspecting Compressor 
, Employee Is Crushed When Caught By Forging Press 
, Employee Is Killed When Crushed Between Bandsaw And Pipe 
, Employee'S Leg Is Amputated When Caught In Machine Rollers 
, Employee Amputates Three Fingers In 10
, Employee Amputates Finger While Operating Stacker Machine 
, Employee Is Killed When Struck In Head By Ring Block 
, Employee Is Injured When Nail Gun Discharges Into Leg 
, Employee Is Crushed When Replacing Transmission Cable 
, Employee Is Killed In Fall From Tree 
, Nature Guide Suffers Contusions In Cave Exploration Fall 
, Employee'S Arm Is Fractured By Conveyor Belt 
, Employee Injures Finger While Loading Material Onto Conveyor 
, Employee Is Injured When Caught In Fabric Dry Can Machine 
, Employee Is Killed When He Falls From A Balcony 
, Employee Is Killed When Crushed By Brick Setter Machine 
, Employee In Injured While Operating Draw Bench Machine 
, Employee'S Neck Is Injured In Fall From Ladder 
, Employee Asphyxiated In Grain Bin 
, Employee Found Dead After Fall With Improper Safety Belt 
, Employee'S Arm Burned When Caught In Rubber Mill 
, Employee Falls From Lift 
, Employee Amputates Finger While Loading Compactor 
, I
, Employee Is Crushed By Car Lift With Bypassed Safety Latch 
, Hand Injured In Tortilla Machine 
, Employee'S Fingers Are Injured By Falling Object 
, Employee Is Injured When Gun Discharges 
, Employee'S Finger Is Crushed In Trailer Hitch 
, Employee Amputates Toes When Struck By Battery 
, Employee Is Killed In Fall Down Tower Guy 
, Employee Is Injured When Scissor Lift Does Not Lower 
, Employee Is Asphixiated By Carbon Monoxide 
, Employee Injured When Using Cooker 
, Employee Killed By Flying Dome Of Transport Tanker 
, Employee Injured In Fall When Safety Valve Blew Out 
, Twelve Employees Affected By Acute Chemical Exposure 
, Methane Fire/Explosion 
, Employee Injured When Hydraulic Fitting Failed 
, Employee Dies Of Burns After Gasoline Explosion 
, Employees Exposed To Ammonia During Pressure Relief 
, Employee Injured When Fingers Caught In Bop Valve Flange 
, Employee Dies Of Burns After Melter Explodes 
, Employee Dies Of Burns In Evaporator Explosion 
, Employee Fractures Toe When Steel Beam Falls 
, Employee Injures Foot Between Drilling Head And Ground 
, Employee'S Foot Is Crushed By Falling Load 
, Employee Gets Toe Crushed By Timber Logs 
, One Employee Is Killed  One Is Injured By Luggage Elevator 
, Employee Lacerates Toe Using A Dewalt Cut
, Employee Crushes Foot When Mast Lowers 
, Employee'S Foot Is Crushed By Backhoe Bucket 
, Aircraft Mechanic Fractures Leg In Fall On Floor 
, Employee Injures Foot While Working Near Forklift 
, Employee'S Foot Is Fractured By Lawnmower Rotating Blade 
, Employee'S Foot Is Injured When Run Over By Cart 
, Employee Is Killed In Fall Into Tank Of Molten Salt 
, Employee Burned By Molten Salt  Later Dies 
, Employee Struck In Abdomen By Salt Bin 
, Employee Killed  Another Burned In Explosion 
, Employee Fractures Hip When Struck By Forklift 
, Employee Fractures Hip In Slip And Fall On Sandbox Sand 
, Employee Sustains Fractures When Struck By Falling Sandbag 
, Construction Worker Dies In Golf Course Sand Bunker 
, Employee Buried By 15 Tons Of Sand 
, Fell From Sand Hopper 
, Fall From Sand Pot Ladder To Highway Bridge Surface 
, Employee Is Trapped In Sand And Suffocated 
, Employee Is Asphyxiated In Sand Bin At Concrete Plant 
, Employee Falls Through Chute And Is Aphyxiated By Sand 
, Employee Killed When Trapped In Sand Silo 
, Employee Killed In Fall From Sand Silo 
, Employee Survives Sand Cave
, Two Employees Killed When Engulfed By Sand 
, Employee Dies Of Asphyxia By Sand At Bottom Of Clogged Tank 
, Employees Asphyxiate When Engulfed By Material In Sand Bin 
, Employee Suffocates In Sand Bin 
, Employee Dies When Engulfed In Sand Bin 
, Three Employees Buried And Asphyxiated By Sand In Silo 
, Employee Killed When Covered By Sand 
, Employees Suffocated When Buried In Sand Bin 
, Employee Died Of Suffocation When Buried In Sand Bin 
, Buried In Sand Silo 
, Employee Is Killed By Falling Object 
, Employee Is Killed By Falling Load; Another Is Injured 
, Employee Amputates Finger On Rotating Belt Of Sandblaster 
, Employee Dies After Drum Explosion With Flammable Residue To 
, Employee Is Killed When Crushed By Falling Object 
, Employee Is Killed In Fall Through Unguarded Floor Opening 
, Employee Is Found Unconscious  Later Dies  Not Job Related 
, Employee Dies Of Asphyxiation 
, Worker Sustain Amputations After Part Falls On Foot 
, Employee Amputates Finger In Sandblasting Machine 
, Employee Injurs Hand In Sanding Accident 
, Disk Sander Lacerates Workers Finger 
, Employee Is Injured When Struck By Flying Object  Wood 
, Employee'S Injures Finger Between Sander And Belt 
, Employee'S Hand Pulled Into Machine  Receiving Lacerations 
, Worker'S Fingers Come Into Contact With Disc Sander 
, Worker'S Arm Isfractured By Metal Lathe And Axle 
, Employee Amputates Tip Of Thumb While Using Sanding Machine 
, Employee Injures Thumb On Disc Grinder 
, Employee Injures Finger While Operating Power Sander 
, Employee'S Finger Amputated When Caught In A Sander 
, Carpenter'S Finger Is Amputated By Abrasive Sander 
, Employees Get Burns From Explosion 
, Employee'S Finger Caught By A Rotating Saw  Was Amputated 
, Employee Gets Hand Laceration And Finger Amputation With A P 
, Employee'S Arm Is Amputated When Caught By Grinder 
, Cabinetmaker Amputates Fingers After Slipping On Floor 
, Employee Fractures Leg In Fall From Staircase 
, Janitor Is Injured While Cleaning Sawdust From Shaper 
, Employee Is Killed When Engulfed By Sawdust In A Silo 
, Employee Suffers Burn When Sawdust Ignites 
, Employee Amputates Fingers When Caught In Planing Machine 
, Employee Is Injured While Cleaning Saw 
, Employee Is Injured When His Arm Caught In Truck Machinery 
, Worker Fractures Arm When Conveyor System Starts Moving 
, Hula Saw At Sawmill Amputates Contract Worker'S Arm 
, Employee'S Finger Is Amputated In Saw Machine 
, Employee Caught In Conveyor Dies 
, Tree Falls On Worker 
, Employee Is Injured When Pinned Between Lumber 
, Employee Is Killed When Crushed By Conveyer Rollers 
, Employee'S Hand Is Amputated In Moving Rotor 
, Employee Suffers Multiple Fractures In Fall From Ladder 
, Employee Is Struck By Board  Fractures Leg 
, Employee Is Crushed By Conveyor Gate 
, Employee Amputates Fingers Using Panel Saw 
, Thumb And Finger Of Worker Is Amputated By Table Saw Blade 
, Worker Suffers Abrasions And Lacerations In Machine Accident 
, Worker Is Killed By Falling Tree Limb 
, Employee Amputates Finger In Energized Saw Blade 
, Employee'S Hand Amputated In Saw 
, Employee Killed When Struck By Tree 
, Employee Injured When Wood Kicks Back Using A Gang Rip Saw 
, Employee Amputates Four Fingers Using A Panel Saw 
, Employee'S Leg Amputated By Saw 
, Employees Thumb Amputated Using Radial Arm Saw 
, Sawyer Injured When Board Kicks Back 
, Employee Amputates Fingers In Band Saw 
, Employee'S Fingertips Amputated By Table Saw 
, Employee'S Fingers Amputated In Cut
, Employee Falls From Scaffold  Sustains Fracture 
, Employee Suffers Fractures In Fall From Scaffold 
, Worker Falls From Scaffolding 
, Employee Injured In Fall When Putlog Breaks 
, Collapse Of Work Platform 
, Two Employees Are Injured When Scaffold Collapses 
, Employee Struck And Killed By Falling Scaffold 
, Employee Fell With Scaffold Pick  Dies Of Multiple Injuries 
, Fall From Mobile Scaffold 
, Construction Employee Is Injured By Falling Object 
, Employee Dies In Fall From Roof 
, Employee Killed In Fall From Suspended Scaffold 
, Employee'S Skull Fractured When Scaffold Overturns 
, Three Carpenters Killed When Scaffold Deck Collapses 
, Scaffolding Contacts Electrical System And Kills Worker 
, Employee Is Killed In Fall From Scaffold 
, Hot Waterr Scalds Worker While Opening A Valve 
, Employee Gets Caught In Or Between And Gets Scalped 
, Employee'S Scalp Is Sprayed With Ammonium Fluoride 
, Employee Gets Struck By Vehicle Moving Backwards 
, Employee'S Feet Are Burned By Hot Water 
, Employee Is Burned When Propane Tank Explodes 
, Employee Struck By Steel Plate  Sustains Multiple Fractures 
, Employee Is Injured In Collision Between Tractor And Truck 
, Employee Injured When Scalded By Boiling Water 
, Employee Is Scalped When Hair Gets Caught In Drill Machine 
, Employee Injured When Hair Caught By Roller 
, Employee Injured When Hair Caught In Conveyor Belt 
, Firefighters Sustain Smoke Inhalation At House Fire 
, Fire Instructor Dies From Cardiac Arrest 
, Firefighter Is Killed By Carbon Monoxide Poisoning 
, Two Employees Die Of Asphyxia In Molasses Tank 
, Employee Died Of Heart Attack While Fighting Fire 
, One Employee Dies Of Asphyxia In Hold Of Cargo Vessel 
, Employee Drowns While Diving In River 
, One Employee Killed  One Injured By Chemical Exposure 
, Employee Dies Of Asphyxia In Manhole 
, Employee Dies Of Asphyxia After Entering Pipe Shaft 
, Employee Drowns While Repairing Ship Hull 
, Fireman Injured When Overcome By Smoke Inhalation 
, Employee Is Killed In Fall From Scooter 
, Worker Loses Control Of Vehicle  Fractures Ribs And Shoulder 
, Employee Drowns In Water At Shipyard 
, Employee Tips Over In Scooter And Hits Head On Concrete 
, Employee Dies From Burns After Propane Explosion 
, Employee Dies Of Broken Neck When Cycle Collides With Tree 
, Employee Injured After Atv Hits Hole And Lands On Him 
, Employee Injured In Collision 
, Employee'S Leg Fractured When Run Over By Truck 
, Employee Killed Falling Or Jumping From A Flatbed Scooter 
, Thrown From Vehicle Onto Concrete Runway 
, Employee'S Head Is Caught Between Blade And Frame  Dies 
, Employee Is Fatally Crushed 
, Employee Cleaning Jammed Material Amputates Three Fingers 
, Employee Fractures Foot When Struck By Piece Of Metal 
, Worker Is Killed When Struck By Container Door On Truck 
, Salvage Worker Is Killed In Fall From Platform 
, Worker Replacing Belts In Shredder Sustains Fracture 
, Employee Is Killed By Falling Vehicle 
, Employee Killed In Fall From Cross Brace 
, Employee Fractures Ribs When Truck Falls From Floor Jack 
, Employee Is Burned By Hydraulic Oil 
, Employee Is Injured In Fall From Ladder 
, Employee'S Finger Is Amputated When Caught In Sliding Gate 
, Employee Is Killed When Struck By Suspended Vehicle 
, Employee Is Killed When Crushed By Vehicle 
, Employee Injures Fingers While Using Band Saw 
, Employee Sustains Fractures When Run Over By Tractor 
, Employee Falls And Is Impaled By Scraper 
, Employee Fractures Hip When Run Over By Vehicle 
, Employee Injured When Scraper Backs Over Front Of Truck 
, Employee Is Pinned Between Vehicles And Is Killed 
, Employee Gets Struck By A Truck 
, Employee Dies From Head Injury 
, Employee Suffers Injury In Conveyor Belt Accident 
, Employee Suffers Fractures In Fall From Loading Dock 
, Employee Is Killed In Fall From Ladder 
, Employee Is Killed When Run Over By Loader 
, Press Brake Operator Amputates Four Fingers 
, Employee Lacerates Finger With Pressure Washer Gun 
, Employee Injured When Struck By Falling Screen 
, Employee Amputates Finger In Waste Spreader 
, Employee Is Injured In Fall Through Skylight 
, Employee Injured While Cleaning Conveyor Belt 
, Employee Injured When Crushed By Powerscreen 
, Employee Burned By Hot Liquid 
, Worker Amputates Finger While Cleaning Screw Conveyor 
, Employee'S Fingers Are Injured When Caught In Grinder 
, Pipeline Auger Amputates Part Of Worker'S Finger 
, Employee'S Arm Is Lacerated In Screw Conveyor 
, Employee Is Caught In A Conveyor And Is Killed 
, Employee'S Fingers Amputated When Hand Caught In Gears 
, Employee Injured When Scaffold Tipped Over 
, Employee'S Knee Fractured When Struck By Falling Motor 
, Employee Survives Being Crushed By Collapsing Machine 
, Employee Killed When House Falls On Him 
, Employee'S Finger Amputated After Crushed By Pipe 
, One Employee Died  One Injured In Hay Loft Collapse 
, Employee Drowns While Surveying Pond 
, Employee Drowns In Pool While Instructing Scuba Diving Class 
, Employee Killed In Scuba Diving Accident 
, Employee Killed When Scuba Diving With Students 
, Employee Dies From Apparent Asphyxiation 
, Diver Drowns When Air Hose Is Severed 
, Employee Drowns While Scuba Diving 
, Employee Dies Of Natural Causes During Commercial Dive 
, Diver Drowned While Scuba Diving 
, Employee Drowns Maintaining Pool At Amusement Park 
, Employee'S Finger Is Amputated In Meat Packing Machine 
, Employee Fractures Right Hand In A Calendar 
, Employee Is Killed When Pinned Between Truck And Dock Bumper 
, Employee Is Killed In Fall From Roof 
, Employee Fractures Legs When Struck By Falling Vehicle 
, Employee Dies From Burns Received Two Months Earlier 
, Mussel Diver Drowns 
, Employee Dies After Fall From Roof 
, Employee'S Fingers Amputated When Burned In Sealing Blade 
, Employee'S Thumb Is Caught In Moving Parts And Is Amputated 
, Employee Catches Fingertip In Sealer And Is Amputated 
, Employee Partially Amputates Finger In Sealing Machine 
, Employee Is Injured When Hand Caught In Bag Sealer 
, Employee'S Hand Is Pulled Into Sealer And Receives Burns 
, Employee Amputates Finger Using A Heat Sealing Machine 
, Employee Amputates Finger In Chain And Sprocket Of Sealer 
, Employee Caught Finger In Roller Of Heat Sealer Machine 
, Employee'S Finger Is Amputated In Pressure Sealer 
, Employee Amputates Fingers On Knife In Sealing Unit 
, Employee Suffers Amputation Of Finger Using Sealer Machine 
, Employee Amputates Finger In Food Packaging Machine 
, Employee Injures Hand When Caught In Nip Point Of Roller 
, Employee'S Fingertip Is Amputated In Sealing Machine 
, Employee Amputates Finger In Stitching Machine 
, Employee Crushes Hand In Heat Sealing Machine 
, Employee Injured When Fingertip Amputated By Hot Sealer Bar 
, Employee Falls From Tractor And Is Killed 
, Tractor Driver Is Injured In Fall From Tractor 
, Farm Truck Driver Sustains Concussion In Roll
, Security Guard Is Struck In The Head But Is Not Hurt 
, Security Guard Suffers From Heart Attack 
, Employee Dies From Natural Causes 
, Employee Dies While Providing Security 
, Employee Found Unconscious At Duty Post 
, Security Guard Sustains Heat Exhaustion 
, Employee Is Injured In Incident With Hostile Patient 
, Driver Of Correctional Facility Van Is Killed In Accident 
, Employee Strikes Head On Pavement  Later Dies 
, Employee Dies Of Heart Attack 
, Employee Killed  Another Injured In Workplace Stabbing 
, Water Treatment Plant Worker Drowns After Possible Seizure 
, Employee Dies Of Fatal Seizure At Work 
, Employee Dies In Fall From Ski Lift After Suffering Seizure 
, Employee Suffers A Seizure 
, Employee Fractures Skull In Fall During Seizure  Later Dies 
, Employee Drowns While Suffering A Seizure 
, Employee Dies Of Head Injuries In Same
, Employee Died From Epilepsy 
, Employee Drowns After Suffering Epileptic Seizure 
, Employee Breaks Neck In Fall From Redwood Tree 
, Employee Dies After Suffering Epileptic Seizure 
, Employee Drowns After An Epileptic Seizure 
, Employee Drowns In Pool After Apparent Epileptic Seizure 
, Worker Seriously Injures Hand In Chain Drive 
, Employee Is Killed When Run Over By Backhoe 
, Employee Dies In Boom Truck Accident 
, Employee Killed When Pinned Under Roller 
, Employee Killed When Struck By High Pressure Water 
, Employee Killed When Crushed Under Crane Cab 
, Run Over By 621 Caterpillar Self
, Employee Amputates Finger While Repairing Ac Unit 
, Employee Dies In Fall From Ladder 
, Electric Shock 
, Employee Fell From Stepladder 
, Electric Shock 
, Burn 
, Electric Shock 
, Electric Shock 
, Electric Shock 
, Electric Shock 
, Electric Shock 
, Electric Shock 
, Electric Shock 
, Employee Is Killed When Caught By Rotating Pump Shaft 
, Employee'S Thumb Pulled Off When Caught By Auger 
, Caught In Rotating Shaft 
, Employee'S Finger Is Amputated By Belt 
, Employee'S Fingers Are Amputated My Machine 
, Employee'S Finger Is Crushed In Machine 
, Employee'S Finger Is Amputated After Caught In Rollers 
, Employee'S Finger Is Amputated After Injury 
, Employee Is Injured When Struck By Motor Part 
, Employee Amputates Finger In Skiving Machine 
, Employee'S Finger Is Severed By Machine 
, Employee Amputates Finger While Operating Table Saw 
, Employee Severs Leg When Struck By Roller
, Employee Is Injured While Adjusting Vial Forming Machine 
, Worker Amputates Two Fingers In Hamburger Press Machine 
, Employee'S Thumb Is Severed In Exhaust Fan 
, Car Wash Employee Amputates Finger On Wheel 
, Mechanic Amputates Finger In Automobile Lift 
, Worker Amputates Finger In Machine Accident 
, Worker Suffers Finger Amputation In Hinge Area Of Gate 
, Employee Is Asphyxiated While Loading Sludge In Tanker Truck 
, Employee Is Killed In Fall Into Sewage Tank Pump 
, Two Employees Are Killed When Trapped In Sewage Pump Station 
, Employee Falls Into Septic Tank And Drowns 
, Employee Fractured Leg In Fall From Work Platform 
, Employee Found Dead In Sewage Treatment Plant 
, Employees Are Injured When Exposed To Hydrogen Sulfide Gas 
, Employee Is Asphyxiated Inside Manhole 
, Man Hole Cover Blows  Worker Later Dies 
, Employee Fractures Vertebra When Sturck By Falling Equipment 
, Poultry Worker Amputates Thumb In Shackle 
, Mechanic'S Thumb Is Amputated By Shackle 
, Employee'S Fingers Are Amputated By Shackles 
, Employee Is Struck In The Head By A Shackle 
, Employee Suffers Concussion When Struck By Shackle 
, Shackle Fails And Amputates Employee'S Legs 
, Employee Struck By Log 
, Employee Is Crushed And Killed By Barge 
, Employee Is Killed After Being Struck By Shackle 
, Employee Is Killed When Crushed By Suspended Load 
, Employee Killed After Struck By Truck Rigging 
, Employee Gets Hand Caught In A Lathe 
, Golf Cart Rider Suffers Back Injury In Vehicle Accident 
, Forklift Truck Strikes Employee  Fractures Leg 
, Employee Injured After The Trailer Jockey Overturned 
, Employee Injured While Working At A Vineyard 
, Employee Is Killed When Ejected From Atv While Speeding 
, Employee Is Injured When Lift Truck Overturns 
, Employee Is Injured In Fall When Forklift Struck Trash 
, Employee Is Injured When Thrown From Personnel Cart 
, Employee Is Killed When Struck By Falling Load Of Pipe 
, Employee Is Killed When Forklift Overturns 
, Employee Killed When Industrial Truck Overturns 
, Employee Killed When Forklift Overturned 
, Employee Killed When Forklift Overturns 
, Employee'S Leg Fractured Between Forklift And Safety Pole 
, Employee Killed When Vehicle Strikes Utility Pole 
, One Employee Killed  One Injured When Forklift Overturns 
, Employee Killed When Logging Skidder Overturns 
, Employee Killed In Fall From Recycling Collection Truck 
, Employee'S Fingers Are Amputated In Shaper 
, Employee Amputates Finger While Adjusting Machine 
, Employee Lacerates Finger While Sharpening Blade 
, Employee Injures Finger In Disc Sander 
, Fingers Lacerated When Removing Guard From Router 
, Employee Injured When Cut By Kitchen Knife 
, Employee'S Thumb Tip Amputated While Sharpening Slicer Blade 
, Employee Injured By Piece Of Equipment Stuck In Planer Head 
, Employee'S Right Arm Amputated Above Wrist By Honing Machine 
, Employee Lacerates Hand And Fingers When Using Cutting Shear 
, Employee Gets Finger Laceration From A Shear Blade 
, Employee Gets Fingertip Amputation With A Plunger Machine 
, Employee Gets Fingertip Amputated By A Shear 
, Employee Amputates Fingers While Attempting To Upright Drum 
, Employee Injured From Hydraulic Shear 
, Employee Punctures Hand While Using Dowel 
, Worker Amputates Fingertip When Shear Is Actuated 
, Worker Amputates Four Fingers While Operating Shear Cutter 
, Employee'S Fingers Are Amputated By Mechanical Shears 
, Employee Amputates Finger On Shear 
, Worker Severs Finger When Machine Is Not Locked Out 
, Employee Dies After Fall From Travel Lift 
, Employee Is Struck And Killed By Stack Collapse 
, Employee Finger Is Amputated In Metal Shear Machine 
, Aerial Lift Boom Fails  Killing Employee 
, Employee Amputates Two Middle Fingers When Repairing Press 
, Garbage Truck Driver Hospitalized With Finger Amputation 
, Employee Falls To Death In Transfer From Helicopter To Power 
, Employee Injured When Struck By Falling Bundle Of Boards 
, Employee Killed When Run Over By Tractor And Mower 
, Employee Killed In Fall From Boom Truck 
, Employee'S Fingers Amputated In Printing Machine 
, Employee Catches Finger In Machine And Is Amputated 
, Employee Catches Finger In Machine And Amputates Fingernail 
, Employee Amputates Finger While Cutting Sprues 
, Employee Amputates Finger In Shearing Machine 
, Employee Cuts Wrist Moving Piece Of Sheet Metal To Cart 
, Employee Amputates Finger On Blade 
, Worker Falls Into Tire Shredder And Later Dies 
, Employee Amputates Hand While Using Steel Slitting Machine 
, Employee Amputates Finger When Operating Shearing Machine 
, Employee Amputates Hand When Caught In Shear 
, Employee Gets Finger Fracture And Avulsion 
, Worker Cuts Fingers On Sheet Metal 
, Employee Is Crushed And Killed When Hit By Fixture 
, Employee Is Electrocuted In Ship Under Construction 
, Employee Is Killed By Falling Load In Ship 
, Employee Falls From Vessel And Dies 
, Employee Was Crushed By Sliding Cargo Container 
, Employee Is Found Deceased In Water Near Stern Of Ship 
, Employee Dies From Cerebral Infarction While Welding 
, Employee Trips  Strikes Head On Ship'S Railing  And Dies 
, Worker Is Killed In Fall From Scaffold 
, Employee Falls Between Two Ships  Later Dies 
, Employees Are Pinned Between Crane Load And Wall 
, Employee Is Killed When Caught Between Forklift And Mast 
, Employee Is Injured In Roll
, Employee Is Injured While Replacing Tire 
, Welder Is Electrocuted  Falls And Is Struck By Welding Rod 
, Employee Drowns In Fall From Aircraft Carrier 
, Employee Working In Hull Is Killed By Falling Crane Truck 
, Employee Killed When Caught Between Crane And Dry Dock 
, Employee Dies From Coronary Heart Disease 
, Transportation Company Truck Driver Dies Of Heart Attack 
, Employee Is Injured In Cave
, Employee Amputates Finger When Caught Between Moving Parts 
, Employee Falls Into Excavation 
, Employee Fractures Shoulder In Fall 
, Employee Is Struck By And Killed Pneumatic Grinder Blade 
, Employee Suffers Asphyxiation In Grain Storage Bin 
, Archaeologist Dies From Heat Stroke 
, Employee Dies While Shoveling Stone 
, Employee Fractures Arm In Waste Conveyor 
, Employee Injures Back While Shoveling Sand 
, Employee Is Killed  Three Injured In Natural Gas Explosion 
, Employee Is Killed In Natural Gas Explosion 
, Employee Is Injured When Pinned By Forklift 
, Employee Dies From Heart Attack 
, Employee Falls From Storage Rack And Is Hospitalized 
, Employee Killed After Being Burned Hot Oil 
, Employee Amputates Fingers When Caught In Conveyor 
, Employee Asphyxiated By Leaking Nitrogen Gas 
, Employee Injured When Struck In Face By Flying Standpipe 
