Cause,Title
,employee injured fall unguarded opening
,plumber fall vertical shaft injured
,employee recieves burn oil tanker
,employee killed fall open vent shaft
,one employee killed one injured fall storm drain
,employee fall elevator shaft crush heel
,employee killed fall trash chute window opening
,employee injured fall ledge
,employee dy struck board
,employee killed fall unguarded elevator shaft
,employee killed fall elevator shaft
,explosion wastewater treatment plant burn employee
,employee exposed chlorine gas
,employee hand burned closing garment press
,one employee dy two burned oil well fire
,employee hand caught pump opening
,employee suffers burn propane tank ignites
,employee burned gas oven explosion
,employee exposed chlorine changing cylinder
,ammonia spray open valve burn employee
,employee killed tank explodes
,employee struck door explosion
,employee burned natural gas fire
,employee dy asthma attack chlorine
,employee neck burned steam release
,mechanic sustains chemical burn ammonia line repair
,employee killed burned flashing propane oxygen
,employee injures falling parking garage
,employee killed fall wall opening
,employee leg fractured fall second floor
,employee sustains fracture fall elevation
,employee killed fall building
,employee injured fall mezzanine
,ironworker injured fall steel erected
,employee killed fall elevation
,employee killed fall open
,employee injured eight foot fall loft
,employee injured falling open
,employeeinjured fall arerial device basket
,employee injured struck falling steel beam
,employee dy fall aerial lift tip
,employee injured fall collapse scaffold
,employee killed pinned truck seat rigger
,employee killed struck bucket truck
,employee severly fracture arm machine accident
,corn tortilla worker injured oven explosion
,employee caught oven killed
,emplolyee suffers burn large pot water
,employee receives burn oven flash fire
,employee amputates finger removing oven burner
,worker burn hand freeing jammed cart annealing oven
,employee amputates finger cart oven handle
,employee injured using lighting stick
,employee dy heat stress
,donut worker fratures arm cleaning moving equipment
,employee finger tip amputated oven rack
,employee killed fork lift tipped
,electric shock
,employee burned steam explosion plant
,electric shock
,burn
,drowning caused head injury electric shock
,employee dy chemical exposure
,employee killed asphyxia
,four employee suffer carbon monoxide poisioning
,three employee exposed injured carbon monoxide
,employee killed crushed rail car cover
,worker dy losing consciousness
,employee killed crushed granite slab
,employee injured struck marble slab
,employee crushed killed
,worker amputates index finger moving aluminum log
,employee suffers head concussion utility truck overturn
,employee killed forklift accident
,employee electrocuted
,employee leg fractured forklift rollover cage
,employee killed pinned forklift
,employee killed lawn tractor overturn
,technician killed forklift tipped
,employee drowns pinned mower pond
,employee killed operating fork truck
,employee killed operating forklift
,forklift truck operator overturn vehicle amputates toe
,employee killed struck overhead guard
,employee strike head pipe
,employee injured fall elevation
,three employee injured falling crate
,employee back fractured struck falling bale
,employee killed forklift fall
,employee electrocuted
,employee fall utility pole suffers fracture
,employee fall tree puncture knee
,employee make contact electricity
,printing machine operator sustains head fracture
,employee drowns lawn mower rollover near lake
,employee suffers concussion struck falling pole
,employee fracture spine pelvis lift failure
,employee amputates finger forklift pallet
,employee pinned engine sustains abrasion
,employee killed falling hoisting apparatus
,employee killed forklift rolled
,employee killed forklift overturned
,employee killed caught underneath forklift
,employee killed bulldozer fall trailer bed
,employee finger amputated struck falling fork
,employee killed falling logging carriage skyline
,employee injured struck falling bag fiberglass
,employee suffers head injury struck falling chain
,employee struck falling rooftop delivery conveyor
,employee dy heat
,employeebecomes ill heat stress
,recruit firefighter injured training
,employee overheats food service tent
,employee dy heat stroke
,employee dy heat related illness
,tank explosion kill worker
,police officer sustains heat
,employee injured pinned grape press wall
,employee killed falling gate
,worker struck killed exploding tire
,employee injured pinned forklift
,employee leg fractured wind tip load
,employee crush foot struck forklift rollover
,employee crushed killed falling equipment
,employee loss consciousness fertilizer tank
,two employee killed manhole
,employee dy confined space due lack oxygen
,employee son killed engulfed wheat
,employee dy lack oxygen confined space
,employee asphyxiated falling tank
,employee suffocates confined space
,employee dy asphyiation
,employee amputates finger pallet jack rack
,employee collaspes packing pharmaceutials dy
,employee amputates finger hand caught conveyor
,worker meatpacking plant amputates fingertip
,employee finger amputated wrapping machine
,worker injures hand palletizing machine
,employee struck falling pallet
,employee slip puncture abdomen
,employee experience heat illness
,employee amputates finger belly press
,employee partially amputates thumb operating machine
,employee finger amputated cleaning rotating part
,employee amputates finger chain conveyor sprocket
,employee foot amputated crushed trailer
,employee injured using conveyor
,employee suffer fracture fall ladder
,employee fracture arm caught conveyor
,employee fracture chest fall ladder
,painter killled 40
,employee burned exploding paint aerosol
,employee suffers heat stroke working body shop
,employee crushed collapsing paint booth
,employee dy heart attack
,employee killed struck forklift
,employee leg lacerated pinned backing truck
,employee hand injured crushed car door
,employee fall hole roof paint booth
,employee killed pulled conveyor belt roller
,employee arm fractured caught conveyor
,two employee seriously burned paint booth explosion
,five employee injured paint powder explosion
,two employee burned spray paint booth explodes
,employee injured exposed chemical vapor
,employee dy severe allergic reaction hdi
,employee ill paint booth exposure
,five employee sustain chemical exposure
,employee becomes ill exposure paint fume
,reactor explosion
,employee injures thumb cleaning spray gun
,two employee die explosion
,employee burned flammable paint vapor ignite
,employee burned flash fire
,two employee killed fire others suffer burn
,employee burned flammable vapor ignited
,three employee injured exposed paint stripper
,employee injured fire
,employee foot struck pallet fractured
,employee injured struck falling pallet
,employee killed fall pallet
,employee amputates finger table saw
,worker crush foot pallet jack rack
,employee fall behind trailer striking head killed
,employee break right leg unloading pallet
,pallet jack worker sustains laceration unexplained fall
,employee foot crushed forklift
,employee finger amputated suspended load shift
,merchandise crush employee
,employee injured moving building supply
,employee fracture ankle moving pallet
,driver injured fall flatbed trailer
,employee fracture hand operating pallet jack
,employee struck killed falling object
,employee injured struck falling load
,employee back fractured struck falling dog food
,employee injures leg operating pallet jack
,tree trimmer crushed asphyxiated palm frond
,employee crushed palm frond ring collapse
,worker trimming tree electrocuted ovehead power line
,employee trapped falling palm frond killed
,employee struck falling palm frond fracture rib
,employee killed fall bucket aerial lift
,worker dy result fall
,employee died due fall
,electric shock
,employee suffers burn hand
,employee killed caughtstruck falling palm frond
,employee killed trapped tree safety chain
,employee killed crushed falling palm tree
,employee injured fall
,employee killed fall trimming tree
,employee injured fall palm tree
,electric shock
,employee killed fall tree
,employee injures back pancreas fall walking backward
,employee injured forklift accident railroad track
,employee injured crushed rolling bus
,employee collapsed died performing manual labor
,employee dy ruptured pancreas fall ladder
,forklift struck column driver fatally injured
,employee injured crushed forklift counterweight
,employee injured fall scaffold
,employee fatally crushed concrete panel fall onto
,employee injures hand wood notching machine
,employee injured fall skylight
,two employee injured small explosion
,employee died possible electric shock
,employee crushed killed two stack drywall
,employee burned line spark fuse installation
,employee receives electric shock working panel
,employee crushed death stack particleboard
,employee injured crushed falling fiberboard sheet
,burn
,burn
,burn
,employee fracture arm caught paper roller
,worker amputates finger paper corrugator
,paper worker fracture arm cleaning roller
,paper worker lacerates arm cleaning machine
,employee struck asphyxiated paper load later dy
,employee amputates hand industrial shredder
,employee injures head neck fall stair
,employee injures back pulling bin plastic
,employee finger crushed chain sprocket
,employee injured left thumb amputated
,employee hand injured caught binder machine
,employee finger injured binder later amputated
,employee finger amputated paper folding machine
,employee dy chemical burn
,employee finger amputated rotating shear machine
,employee get finger amputation printing press
,employee hand lacerated struck blade
,employee amputates thumb paper cutting machine
,employee killed paper baler
,worker lacerates finger paper manufacturing machine
,employee amputates three finger paper shear
,employee fall paper machine killed
,employee suffers finger amputation using paper cutter
,employee killed caught gear paper cutter
,employee amputates finger caught roll stand
,employee injured pinned paper roll
,employee crushed roll paper killed
,two employee finger degloved printing press
,employee injured paper rolling machine
,worker suffers multiple injury paper rolling machine
,employee fracture leg jumping forklift
,employee finger caught paper roll
,employee struck killed roll newsprint
,employee struck killed large reel paper
,employee finger amputated changing paper roll
,employee hand caught paper roll barrier pole
,employee finger amputated paper shredder
,employee arm amputated shredding machine
,employee injured hand caught slitter machine
,employee hand lacerated paper shredder
,employee killed struck length pipe stuck fan
,employee hand caught fixed guard conveyor belt
,employee finger amputated paper shredder
,employee arm broken conveyor pinch point
,employee crushed killed pulled shredder
,employee dy falling paper pulp beater
,employee killed fall paper shredder
,employee dy struck fluffer blade
,employee drawn killed paper shredder
,employee killed fall paper cyclone baler
,employee left leg fractured caught conveyor
,right hand amputated paper shredder machine
,truck driver killed falling load
,employee killed unguarded rotating drum rewinder
,maintenance mechanic amputates finger wrapping machine
,employee finger amputated machinery
,worker experience partial amputation left index finger
,employee finger lacerated fabrication machine
,employee injured finger amputated box machine
,employee killed crushed cardboard shaper machine
,employee forehead struck box
,head caught die
,employee fall haystack subsequently dy
,employee hurt back lifting load later becomes paralyzed
,employee paralyzed fire fighting incident
,employee paralyzed fall tree
,employee paralyzed fall later dy
,employee injured fall ladder
,employee finger crushed room divider
,employee killed neck crushed closing bay door
,employee killed entering unsafe railroad car
,employee cut portable power saw
,three employee injured one fatally falling wall
,crushed falling boxcar partition
,employee exposed potential dermal contact pcbs
,employee suffer symptom hazardous chemical cleanup
,polychlorinated biphenyl exposure
,transformer exploded spilling pcb employee
,employee injured operating pelletzing machine
,employee suffers amputation two finger
,employee dy burned flash fire
,employee splashed eye chemical
,employee fall tree injured
,music teacher injured fall orchestra pit
,employee entangled mixer seriously injured
,employee injured fall ladder
,employee pinned bundle steel
,employee burned steam
,employee killed crushed earthmoving equipment
,employee injured struck kicked back material
,employee injured backing front bin carrier
,employee lacerates genitals skill saw
,employee injured bitten spider
,employee injured tractor roll
,employee injured power press clutch malfunction
,employee penis caught
,employee injured fire
,two employee trapped degreaser
,employee dy inhaling perchloroethylene
,employee dy asphyxiated chemical vapor
,employee experience symptom perchloroethylene spill
,employee become dizzy removing perchloroethylene
,employee hospitalized exposure perchloroethylene
,employee hospitalized inhaling perchloroethylene
,27 employee overexposed perchloroethylene fume
,employee exposed perchloroethylene vapor
,employee inhaled perchloroethylene used dry cleaning
,four employee injured struck flying shrapnel
,employee killed accidental discharge perforating gun
,employee killed fall ladder
,employee sustains back pain fall roof
,employee amputates finger garnett machine
,employee lacerates hand forklift rack
,slab collapse kill one employee injures three others
,employee killed fall interior manlift
,employee killed drilling rig accident
,equipment locked result employes death
,one employee killed one injured 35
,employee dy fall 35 foot concrete landing
,two employee injured fall forklift overturn
,employee killed fall grain elevator manlift
,employee amputates finger tip pesticide sprayer
,employee fracture head rib fall form scaffold
,employee spraying house insecticide faint
,employee fracture hip sacrum fall roof
,farm worker sustains heat
,employee injures back fall wet roof
,employee sustains reported spider bite
,worker leg fractured run tractor
,employee develops headache applying pesticide
,employee fingertip injured pulley
,employee injured petroleum naphtha
,one employee killed two injured explosion
,five employee exposed solvent roofing compound
,burned spreading flame exploding drum
,hazardous chemical spill
,employee dy exposure phosgene
,leak expose sixteen employee phosgene gas
,employee overcome gas
,employee dy inflammation lung
,three employee injured exposed hydrogen fluoride
,two employee exposed phosgene gas
,employee killed inhaling phosgene
,five employee exposed phosgene gas
,nine employee exposed phosgene
,employee hospitalized due harmful chemical exposure
,inhaled phosgene gas
,exposure phosgene gas
,inhalation phosgene gas
,employee hospitalized inhaling phosphine gas
,employee exposed phosphine gas
,employee killed exposure toxic pesticide
,employee hospitalized exposure phosphine gas
,employee injured chemical spill fire
,employee exposed phosphine gas
,exposure fumigant containing phoshine gas
,employee report exposure phosphoric acid
,employee injured exposure chlorine
,chemical exposure 29 employee
,employee burned cleaning cooker
,one employee killed two injured fan turned tank
,employee ill chlorine gas exposure
,forty
,employee suffers chemical burn
,employee eye burned chemical reaction explosion
,employee overcome vapor cleaning chemical
,employee drink phosphoric acid gatorade bottle
,employee killed inhalation vaporsgas cleaning
,employee inhales chlorine gas mixing chemical
,three employee burned sprayed phossy solution
,phosphorous tanker ignites railroad derailment
,employee burned phosphorous splashed
,phosphorous burned employee face lung killing
,leaking phosphorous ignited burning employee
,one killed one injured alkyd resin manufacture
,employee finger amputated piano overturn
,employee fracture jaw forklift tip
,employee crushed death piano fell
,employee fracture ankle caught wooden pallet
,employee killed motor vehicle accident
,worker fracture rib fall loading dock
,employee jaw fractured struck jack
,employee killed truck fall cliff
,employee crushed boat pier
,employee amputates finger piece steel
,employee drowns driving forklift pier
,employee struck killed load forklift
,walking foreman dy struck forklift
,employee killed fall ship
,employee drowns electrical work dock
,employee injures leg struck mooring line
,employee crush thumb post driver
,employee hand injured pile hammer component
,electric shock
,employee struck killed swinging twisting lead
,employee killed fall fixed ladder
,employee injured pile timber
,employee killed crushed piling
,employee slip log dy
,employee drowned tug took water
,employee killed struck piling
,worker burned paint primer ignites pilot light
,two worker burned flash fire
,two worker blinded boiler flash fire
,one employee dy another injured explosion furnace
,employee burned lighting roaster
,employee killed explosion lighting water heater
,employee burn face lighting pilot light
,employee burned propane water heater explodes
,employee sustains burn gas ignition
,employee burned water heater explodes
,employee pinned dock plate roll
,employee injures foot sprayer jack slip
,forklift pin break worker leg
,employee finger amputated mixing machine part
,falling cage panel strike fracture worker leg
,employee injures forearm pinsetter machine
,employee killed crushed pinsetter machine part
,employee finger amputated center axis pin
,employee killed crushed part pinsetter
,employee loses leg struck pipe
,employee killed pulled chuck lathe
,pipefitter killed cap fly pressurized pipe
,employee receives burn arm hot plastic
,employee killed struck broken pipe
,employee finger injured pipe stop sorting deck
,employee dy burn fire oil well
,employee killed exposed caustic acid
,employee eye destroyed broken safety lens
,employee injurs hand shot gun shell accident
,employee struck pipe wrench killed
,employee crushed dump bed fall
,employee fall fracture hip repairing planer
,employee injured fall pipe
,employee struck load ram
,employee hand struck injured pipe wrench slip
,employee injured fall machinery
,employee fracture back fall roof
,employee crushed steel frame transfer deck
,employee injured flying metal
,employee amputates thumb repairing hydraulic machine
,employee killed compression press
,employee puncture foot nail gun
,employee finger tip amputated machine
,employee dy due hand injury
,employee amputates finger operating electric dispenser
,two employee seriously injured waste site accident
,employee injured fall forklift onto dock pit
,site surpvisor receives head injury
,employee receives laceration struck object within pi
,worker die confined space
,employee killed pit vehicle
,employee asphyxiated fall sewage pit
,employee killed falling tank pit
,employee slip fall fracture hip
,worker amputates finger planer jointer
,employee amputates finger bandsaw
,employee finger cut roller
,employee lacerated struck flying object
,employee injured struck catwalk
,employee hand crushed infeed roll
,employee hand caught press roll severely injured
,moulder planer cut tip thumb
,employee amputates finger unguarded planer
,employee killed struck board exiting planer
,employee finger amputated planner machine
,employee amputates three finger planner
,employee amputates four finger planer
,employee injured fall scaffold plank
,employee fall strike head later dy
,employee injured fall scaffold
,employee killed fall bridge crane
,employee killed fall catwalk
,employee hospitalized fall elevator shaft
,worker amputates finger cutting pvdf plastic
,employee pinned killed cab trailer
,employee hand injured operating fogging machine
,employee suffers fracture material fall jack
,employee amputates finger roller
,machine operator hand crushed lacerated blade
,employee injures head wrist closing gate
,employee amputates finger machinery
,employee finger injured crushed machine
,employee burned hot asphalt
,employee died burn gasoline inside engine ignited
,employee finger lacerated struck router blade
,electric shock
,electric shock
,electric shock
,electric shock
,plumber hammering pipe wall sprain back
,employee struck vehicle killed
,employee amputates finger sheet metal rolling machine
,employee amputates finger chop saw
,employee fracture arm caught extruder machine
,employee amputates fingertip bagging machine
,employee amputates hand woodworking machine
,employee pinned atv toxin blood
,employee dy poisoning
,employee arm amputated 3
,employee become ill exposure metal fume
,employee overcome fume cleaning inside tank truck
,exposure styrene vapor heat
,polyisocyanate vapor caused dizziness nausea
,employee fall sustains head injury
,employee finger fractured machine
,employee fall skylight
,employee fracture finger struck pipe
,employee hospitalized due exposure pvc fume
,employee suffers inhalation acrid smoke
,three employee injured inhaling chemical
,two employee burned flash fire
,twelve suffer smoke inhalation pvc fire
,five employee injured reactor explodes
,seven injured inhaling hydrochloric acid
,employee suffers slight chemical exposure
,landscaper dy drowning pool
,employee drowns pool water
,employee receives electric shock pool pump
,employee dy cardiac arrest
,worker dy cleaning pool
,museum director dy falling stair
,forklift crush employee left foot
,employee killed struck forklift
,worker struck killed parking lot
,worker trip walking stair fracture ankle
,employee killed backing dump truck
,driver killed van struck train crossing
,driver injured struck forklift
,employee finger amputated forklift roll
,employee struck car making television program
,employee hand lacerated chainsaw
,employee foot struck pruning blade amputates toe
,employee injured circular saw
,employee shot stomach nail gun
,worker amputates thumb using hand held table saw
,mechanic killed struck flying shrapnel
,employee struck pressurized sand
,employee injured burned hot water
,employee burn hand hot pot
,employee burned hot oil
,employee suffers low back strain lifting laudry
,employee finger amputated kettle
,employee chest burned stuck hot shortening
,employee finger amputated placed conveyor
,employee injured burned hot cooking oil
,employee burned hot cooking oil split
,employee injured hand pinched two slag pot
,employee asphyxiated cargo tank
,employee found dead next chemical truck
,employee dy splashed hot caustic chemical
,employee dy suffocation buried potash bin
,employee amputates finger fall grabbing conveyor line
,electric shock
,electric shock
,electric shock
,electric shock
,electric shock
,electric shock
,electric shock
,electric shock
,employee dy asphyxia sand hopper
,employee dy flash fire involving class 1b liquid
,worker fracture jaw struck poly tote
,employee dy gunpowder explosion
,employee killed fireexplosion
,eight employee sickened paranitroaniline exposure
,employee finger amputated using transpower saw
,employee finger injured powder
,employee accidentally punctured hand shooting fastener
,employee shoot self hand powder
,employee struck killed ricocheting fastener
,employee killed struck flying stud
,employee hand injured shell detonation
,employee eardrum broken loud noise
,construction employee struck fastener powder gun
,struck nail fired powder actuated tool
,shot head powder actuated tool
,struck nail shot powder actuated tool
,employee electrocuted working electric pole
,stamp machine crush worker finger
,press operator crush finger power press
,employee finger amputated power press
,power press operator sustains amputation
,employee amputates left index finger power press
,worker amputates four finger ungarded power press
,employee struck flying metal suffers injury
,employee fingertip amputated caught nip point
,employee finger crushed punch press
,employee get hand crushed conveyor
,mechanic killed clothing caught machinery
,employee killed entagled unguarded take
,employee strangled shirt caught mechanism
,employee arm fractured machine
,employee killed arm amputated hole digger
,employee injured caught driveline
,employee injured driveline
,employee arm amputated rotating unit
,employee dy amputation complication
,employee suffers asphyxiation delivering propane
,employee finger amputated tractor belt drive
,employee dy becomes entangled unguarded shaft
,employee caught conveyor transfer car
,employee finger amputated flat
,transformer crush employee finger installation
,employee killed crawler crane tip
,amputation finger chain sprocket
,worker killed fall topping tree
,employee killed fall tree
,worker burn foot using hot stream pressure washer
,employee finger amputated press
,employee dy heart attack job
,employee suffers fracture crushed equipment
,employee killed struck concrete culvert pipe
,employee injures finger crushed fireplace mantle
,employee suffers punch press crushing injury
,employee loses part thumb press
,employee amputates finger caught press machine
,employee get finger caught press
,employee amputates finger press machine
,employee hand crushed machine
,employee lacerates finger machine cycle
,employee hand crushed dy press brake
,employee finger amputated press brake
,employee finger amputated press brake
,employee amputates finger press brake
,employee crush finger operating press brake
,employee finger crushed dy later amputated
,worker fracture thumb press brake
,employee finger amputated press air cylinder
,employee finger amputated punch press
,employee killed struck hose
,employee head caught machine stairway
,employee amputates tip left thumb
,employee crush hand printing press repair
,employee finger amputated printing press cylinder
,employee crush arm press
,employee amputates finger press
,employee fingertip amputated printing machine
,employee hand caught press cylinder
,employee finger fractured printing press
,employee killed explosion
,crushed finger printing cylinder
,employee catch finger sprocket later amputated
,employee amputates finger printing press
,employee hand injured press machine
,press operator amputates index finger
,employee amputates finger power press
,employee get hand arm amputated press
,employee finger amputated press
,oil refinery worker crush hand slide valve
,employee face burned hot food
,employee killed struck head projectile
,employee injured struck relief disk
,employee suffers severe burn priming pump
,worker killed tire rim seperation
,door blow pressure test injures four worker
,worker scalded hot water
,employee injured fall tank trailer
,one employee killed another injured explosion
,employee burned operating steam pressure vessel
,employee struck flash fire cleaning vessel dy
,employee suffers multiple fracture struck valve
,employee killed struck high pressure line
,employee killed head injury inflating tire
,employee injured fall ladder
,employee injures head collapse shop
,employee hand crushed press roller
,employee get left hand caught press
,printing machine operator amputates finger
,employee hand crushed printing press
,employee finger amputated printing press
,employee hand injured printing press
,employee receives electric shock dy
,employee hand cut caught printing press
,worker cleaning roller printing press amputates finger
,worker amputates finger roller printing press
,employee injures arm printing press
,machine operator injures hand wrist printing press
,employee hand crushed unguarded print roller
,flammable solvent vapor ignite cause tank explosion
,worker finger lacerated rewinder machine
,employee amputates finger radial arm saw
,employee finger amputated punch press
,employee amputates finger blade
,employee dy hypoxia confined space
,employee killed struck counter weight
,employee lacerates finger machine cover
,employee burned hot water steam
,employee amputates tip finger
,employee hand caught steel roller
,employee amputates finger firewood processor
,three employee suffers burn propane vapor ignites
,employee catch fire filling propane storage tank
,employee burned filling propane tank
,employee get burned propane gas fire
,employee receive burn propane rail car explodes
,employee killed propane fire another injured
,two employee injured asphalt tank explosion
,propane torch cause explosion killing worker
,one employee dy one burned propane explosion
,worker sustains burn torch flash back lit
,employee killed propane tank explodes
,employee burned burning weed
,employee arm fractured explosion
,employee dy receiving burn torch
,employee died asphyxia heart attack truck cabin
,two employee killed tank truck explosion
,employee burned killed clothing caught fire
,employee died explosion
,employee crushed propane truck roll
,employee skin hand freeze due propane leak
,employee overexposed carbon monoxide work
,employee burned propane
,employee injured unloading propane truck
,employee burned propane catch fire
,employee suffers burn propane catch fire
,employee suffers heart attack dy
,employee burned propane truck explosion later dy
,employee burned explosion propane tank
,employee dy burn propane explosion
,employee killed crushed truck
,employee exposed carbon monoxide due poor ventilation
,employee overcome carbon monoxide
,one killed two injured leaking propane gas ignites
,mechanic dy exposure propylene confined space
,employee burned propane fire loading rail tank
,four employee exposed propylene oxide explosion
,possible exposure propylene gas
,employee amputates finger hoisting metal cylinder
,employee injured drilling rig rotating drive shaft
,employee receives burn shirt catch fire
,employee toe embedded glass amputated
,employee killed struck vehicle
,employee foot injured stepping nail
,employee killed struck vehicle
,employee killed crane contact power line
,amputation
,burn
,employee struck killed mill roll
,employee thumb amputated installing wheel
,employee amputates finger smashing glass crowbar
,employee using cheater bar tighten router bit injures eye
,employee crushed automated osmatic machine
,employee injured fall tractor
,employee break nose changing truck tire
,employee fracture hip fall
,employee finger amputated steel lid drop
,employee killed struck head pry bar
,psychiatric care worker stabbed patient
,employee finger crushed door patient
,employee stabbed killed client facing detention
,employee injured struck cabinet
,employee killed patient hospital
,employee injured fall wet linoleum floor
,employee killed ski accident
,employee shot killed psychiatric patient
,employee suffers anxiety ammonia release
,employee injured beaten robbery
,two nurse injured attacked hospital inmate
,employee killed skull crushed airplane tug
,employee injured struck broken valve handle stem
,employee killed crushed straddle carrier
,employee killed head crushed truck
,employee experience psychogenic illness
,employee suffers shock explosion
,employee overcome paint smell
,employee finger amputated press
,employee amputates finger mechanical power press
,employee crush finger power press
,employee amputates finger press cycle
,employee finger amputated pulley assembly
,employee amputates finger line press
,employee finger amputated
,employee finger crushed caught punch press
,employee suffers amputation using punch press
,employee finger amputated power press
,employee injured operating power press
,machinist operating punch press amputates finger
,employee finger amputated power press
,employee hand crushed power press
,worker amputates finger using mechanical power press
,employee finger amputated press brake
,employee arm caught conveyor tail pulley
,employee finger cut edge machine guard
,employee fracture arm installing conveyor belt
,employee dy sprayed chemical
,employee dy natural cause cleaning floor
,employee pulmonary adema caused aerosol inhalation
,employee fall oil tank dy respiratory failure
,employee dy pulmonary edema
,employee exposed chemical confined space
,employee exposed chemical confined space
,employee found unconscious later dy
,four employee hospitalized diesel fume exposure
,employee dy acute pulmonary edema
,employee dy exposure chemical product fume
,employee exposed ammonia six hospitalized
,employee died severe pulmonary edema
,employee killed inhaling chemical fume
,employee dy chlorine gas poisoning
,employee burned later dy scalded hot water
,employee fall dy latter pulmonary embolus
,employee dy pulmonary embolism
,employee dy pulmonary thromboembolism
,employee lacerates finger servicing penumatic valve
,employee catch amputates finger vacuum pump belt
,employee catch amputates finger pump
,employee dy pinned swivel
,employee killed struck beam pumping unit
,employee killed explosion
,employee asphyxiated hydrogen sulfide gas
,employee finger amputated chain sprocket
,employee injures hand motor pumping station
,employee killed crushed crane
,employee injured fire natural gas pumping station
,employee struck head pipe
,employee killed belt pulley pump house
,employee killed struck horsehead pumping unit
,employee seriously injured fall whaler
,employee killed struck counterweight pumping unit
,employee killed gasoline fire
,employee burned spilled fuel ignited
,employee killed pump jack counterweight
,employee amputates finger hand contact punch press
,employee lacerates finger machine
,employee finger amputaed caught conveyor pulley
,employee finger amputated caught punch press
,employee finger amputated punch press
,employee hand crushed finger amputated punch press
,employee amputates finger punch press maintenance
,employee finger amputated punch press
,two employee burned gasoline tank explodes
,employee dy due burn flash fire
,employee killed explosion
,employee burned cutting barrel
,employee burned gas torch
,seven employee burned fire cold storage facility
,employee asphyxiated gas pipe line
,two employee burned pyrotechnic material
,employee struck face pyro
,three employee burned firework explode
,special effect technician burned explosion
,employee injured using pest control gun
,employee killed struck pyrotechnic unit
,employee killed building fire
,employee killed building fire
,employee killed building fire
,one employee killed one injured building fire
,employee died explosion pyrotechnic manufacturer
,three employee injured explosion
,one employee killed one burned firework explosion
,employee killed stored flare ignite explode
,one killed one injured van firework explodes
,employee killed quench tank drive
,employee injured fall open quench tank
,employee dy burned hot asphalt
,employee asphyxiated oil pinned rack
,employee dy falling tank hot water
,employee killed falling hot water
,injury flash point fire
,fall hot water quench tank
,employee sustains head injury fall later dy
,employee killed thrown storage rack truck
,employee fracture foot struck racecar
,employee killed run tractor
,employee killed throw four
,motocross park employee killed vehicle turn
,jockey killed fall harness race
,employee killed kicked chest horse
,race track worker run killed starting gate
,employee killed struck motorcycle
,employee killed race car accident
,employee killed struck car
,employee struck killed racing car
,employee killed struck race car tire
,employee killed struck horse
,employee killed struck race car
,employee killed fall racehorse
,employee struck race car killed directing race
,employee injured fall wooded beam barn
,employee hip bruised crushed rafter
,employee fall rafter injures head later dy
,employee injured fall roof collapse
,employee fall ladder dy
,employee get crushed tractor
,railing fails worker injued fall third floor
,employee injured fall rail container
,employee fracture chest fall ramp
,workplace violence result amputation injury
,employee amputates foot railroad car part
,employee experience electric shock
,employeeis killed chemical burn
,employee sustains amputation struck train
,employee killed fall
,railroad inspector electrocuted
,employee electrocuted contacted metal torch
,employee fracture hip pinned railcar
,employee dy fall rail car
,employee killed crushed railcar
,employee struck killed moving train
,employee injured caught rail car
,train crush employee yard movement
,employee killed exposed sulfide
,employee killed crushed railcar
,employee burned loading gasoline tanker later dy
,employee killed fall rail car
,employee splashed acid transfer
,employee killed splashed hot oil
,employee dy heart attack
,employee dy heart attack
,employee injured fall ladder
,employee suffered heart attack died
,employee died railroad tank car due asphyxia
,two employee injured tank car line blew
,employee dy acute exposure phenol
,employee fall confined space railroad car dy
,employee killed truck struck train
,employee runover killed trolley
,employee struck killed train
,employee inspecting worksite fracture leg fall
,employee killed training train rail switchman
,employee crushed killed railcar
,employee struck killed train
,two employee killed struck maintenance vehicle
,electric shock
,electric shock
,electric shock
,burn
,burn
,electric shock
,electric shock
,employee hip fractured fall roof
,employee injured fall roof
,employee injured fall roof
,employee injured fall porch roof
,employee injured fall ladder
,employee fall roof
,employee thumb lacerated compactor
,employee hand amputated press ram
,employee fracture finger press
,employee leg amputated caught machine
,employee fracture skull falling bicycle
,employee suffers injury forklift accident
,worker injured equipment rollover
,employee dy forlift accident
,employee slip fall injuring right knee
,employee killed falling load
,employee killed repelling building
,employee bruise elbow fall
,employee injures back fall rappel training
,window washer injured fall
,employee injured 50 ft fall tree
,rappelling instructor dy fall cliff
,employee fall balcony rappelling
,employee fall rope break rappeling demonstration
,employee break ankle rappelling test
,employee injured fall 70 80 ft
,fireman paralyzed fall rappelling drill
,employee dy fall rope
,employee sprayed solution receives chemical burn
,five employee burned flash fire
,two employee asphyxiated reactor
,four employee exposed chemical reactor erupts
,one employee died exposed heat stress vessel
,employee killed two injured electrical explosion
,employee killed fall roof
,employee dy reactor explodes
,employee dy chemical burn
,employee burned flash fire
,employee dy exposure hydrogen sulfide
,explosion chemical plant hospitalizes seven employee
,worker crush hand rebar bending machine
,employee trip hit head piece rebar
,janitor crushed death trash compactor
,employee contact damaged receptacle sustains burn
,employee injured struck large container
,employee crushed container
,employee face cut flying glass
,employee shocked dy working light fixture
,employee burned welding
,electric shock
,employee crushed compactor
,electric shock
,burn
,electric shock
,employee suffered asthma attack
,burn
,employee killed fall
,two employee killed three injured explosion
,three employee burned hot oil
,employee injures back structure fails pressure
,employee get run truck
,employee get struck knee forklift tine
,employee killed collecting garbage
,employee dy struck drunk driver
